"","score","text"
"191",0,"RT @news24tvchannel: बिहार में बनेगी महागठबंधन की सरकार, मोदी ने बनाया मूर्ख: काटजू  #nitish #modi # https://t.co/YK9m29ncgK https://t.co/a…"
"192",0,"RT @news24tvchannel: बिहार में बनेगी महागठबंधन की सरकार, मोदी ने बनाया मूर्ख: काटजू  #nitish #modi # https://t.co/YK9m29ncgK https://t.co/a…"
"193",1,"RT @GuptaarunArun: @TimesNow #Nitish Kumar is the winning horse#"
"194",0,"RT @news24tvchannel: बिहार में बनेगी महागठबंधन की सरकार, मोदी ने बनाया मूर्ख: काटजू  #nitish #modi # https://t.co/YK9m29ncgK https://t.co/a…"
"195",0,"RT @news24tvchannel: बिहार में बनेगी महागठबंधन की सरकार, मोदी ने बनाया मूर्ख: काटजू  #nitish #modi # https://t.co/YK9m29ncgK https://t.co/a…"
"196",0,"RT @news24tvchannel: बिहार में बनेगी महागठबंधन की सरकार, मोदी ने बनाया मूर्ख: काटजू  #nitish #modi # https://t.co/YK9m29ncgK https://t.co/a…"
"197",0,"RT @news24tvchannel: बिहार में बनेगी महागठबंधन की सरकार, मोदी ने बनाया मूर्ख: काटजू  #nitish #modi # https://t.co/YK9m29ncgK https://t.co/a…"
"198",0,"RT @news24tvchannel: बिहार में बनेगी महागठबंधन की सरकार, मोदी ने बनाया मूर्ख: काटजू  #nitish #modi # https://t.co/YK9m29ncgK https://t.co/a…"
"199",0,"RT @news24tvchannel: बिहार में बनेगी महागठबंधन की सरकार, मोदी ने बनाया मूर्ख: काटजू  #nitish #modi # https://t.co/YK9m29ncgK https://t.co/a…"
"200",0,"RT @news24tvchannel: बिहार में बनेगी महागठबंधन की सरकार, मोदी ने बनाया मूर्ख: काटजू  #nitish #modi # https://t.co/YK9m29ncgK https://t.co/a…"
"201",0,"RT @news24tvchannel: बिहार में बनेगी महागठबंधन की सरकार, मोदी ने बनाया मूर्ख: काटजू  #nitish #modi # https://t.co/YK9m29ncgK https://t.co/a…"
"202",0,"RT @news24tvchannel: बिहार में बनेगी महागठबंधन की सरकार, मोदी ने बनाया मूर्ख: काटजू  #nitish #modi # https://t.co/YK9m29ncgK https://t.co/a…"
"203",0,"RT @news24tvchannel: बिहार में बनेगी महागठबंधन की सरकार, मोदी ने बनाया मूर्ख: काटजू  #nitish #modi # https://t.co/YK9m29ncgK https://t.co/a…"
"204",0,"RT @news24tvchannel: बिहार में बनेगी महागठबंधन की सरकार, मोदी ने बनाया मूर्ख: काटजू  #nitish #modi # https://t.co/YK9m29ncgK https://t.co/a…"
"205",0,"RT @news24tvchannel: बिहार में बनेगी महागठबंधन की सरकार, मोदी ने बनाया मूर्ख: काटजू  #nitish #modi # https://t.co/YK9m29ncgK https://t.co/a…"
"206",0,"RT @news24tvchannel: बिहार में बनेगी महागठबंधन की सरकार, मोदी ने बनाया मूर्ख: काटजू  #nitish #modi # https://t.co/YK9m29ncgK https://t.co/a…"
"207",0,"RT @news24tvchannel: बिहार में बनेगी महागठबंधन की सरकार, मोदी ने बनाया मूर्ख: काटजू  #nitish #modi # https://t.co/YK9m29ncgK https://t.co/a…"
"208",0,"RT @news24tvchannel: बिहार में बनेगी महागठबंधन की सरकार, मोदी ने बनाया मूर्ख: काटजू  #nitish #modi # https://t.co/YK9m29ncgK https://t.co/a…"
"209",0,"बिहार में बनेगी महागठबंधन की सरकार, मोदी ने बनाया मूर्ख: काटजू  #nitish #modi # https://t.co/YK9m29ncgK https://t.co/agWp5RIqPU"
"210",1,"@TimesNow #Nitish Kumar is the winning horse#"
"211",0,"#Nitish, #Lalu want to make Bihar a Pakistan: Giriraj Singh https://t.co/8TdUoBaTff via @EEnadu"
"212",1,"Ministers &amp; ldrs speaking about Digital India,do not seem to know the diff btwn a Google Ad &amp; an ad in Dawn Newspaper of Pak:
#Nitish
#Bihar"
"213",0,"Markandey Katju says #Nitish Kumar's coalition will win - Navbharat Times https://t.co/BDpRJYjOMp?"
"214",-1,"#BJP-led NDA set to lose 2015 #Biharpolls: #AAP https://t.co/MwXbjLe2Cq #Modi #Kejriwal #Nitish #JDU #Lalu #Bihar"
"215",-2,"@pkm370 @rizwanrizi6 @NitishKumar @Kailashsaran73 @DrunkVinodMehta #AK49, #Pappu #Lalu #Nitish क्या समाज सेवा कर रहे हैं #Selfish Blind"
"216",0,"@OcpAnup @NitishKumar #aaptards are losing #Nitish babu is winning"
"217",0,"#Nitish challenges PM Modi to 'debate' on reservation - https://t.co/YF9xwVgZbu"
"218",-1,"PM's #Office #Stands #Lowered by 3 #Idiots #Comment: #Nitish #Kumar
https://t.co/xUTA3hR6NG
#Pms https://t.co/wtMcI0SOzy"
"219",0,"RT @_cosmic_grain_: #BiharElections
#NDA #BJP doesn't have a leader in Bihar.. 
There's no CM candidate of the stature of #Nitish
Therefore…"
"220",1,"RT @yespunjab: Ready to debate on reservation: #Nitish tells #Modi

 https://t.co/j4asQFyGxD https://t.co/aIuWBLursF"
"221",1,"Ready to debate on reservation: #Nitish tells #Modi

 https://t.co/QMSaDfrYJ4 https://t.co/A46wZpcVT7"
"222",1,"Ready to debate on reservation: #Nitish tells #Modi

 https://t.co/rZZpAhr06b https://t.co/uwZavlbu5Q"
"223",1,"Ready to debate on reservation: #Nitish tells #Modi

 https://t.co/j4asQFyGxD https://t.co/aIuWBLursF"
"224",0,"What's this #Nitish Kumar ji https://t.co/Pl26UfoZnO"
"225",0,"#BiharElections: Is #Nitish ad in #Pakistan’s #Dawn a ‘#conspiracy’, asks #BJP - https://t.co/T255IN8ahc
#JDU #Bihar https://t.co/iSkMM1v8st"
"226",0,"نتیش اور لالو میں جناح کا جن چڑھ گیا ہے:گر ی راج
#Nitish #Jennah #Giriraj#Lalu
Read more at... https://t.co/2sFnjxG1l2"
"227",1,"Ready to #debate on #reservation: @NitishKumar tells @narendramodi 
#BiharElections #BiharPolls #BiharBattle #BattleForBihar #Modi #Nitish"
"228",1,"Ready to debate on #reservation: #NitishKumar tells PM #NarendraModi https://t.co/7zhumridWo
#Modi #Nitish #BJP #JDU https://t.co/L2zGkThuVe"
"229",0,"مرکز کی خارجہ پالیسی کی ناکامی سے نیپال میں ہندوستان کے خلاف آواز اٹھی: نتیش
#BIHAR #NITISH

Read more at... https://t.co/EdmapMeWqd"
"230",0,"#Nitish must explain his speech in Parl favouring cuts in quota of SC, ST, OBC to include Minorities
https://t.co/vGKFPMSqDQ
#BiharWithBJP"
"231",1,"RT @ITNlive: #Nitish 's Grand Alliance will sweep #BiharPolls: #JusticeKatju - https://t.co/AuJ1337yMp https://t.co/hD7DZf3vlt"
"232",1,"Ready to debate on reservation: #Nitish tells Modi https://t.co/U8JFwe9Fqy via @EEnadu"
"233",1,"RT @ITNlive: #Nitish 's Grand Alliance will sweep #BiharPolls: #JusticeKatju - https://t.co/AuJ1337yMp https://t.co/hD7DZf3vlt"
"234",-2,"RT @AmareshMisraFC: ""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @DILIPLOHIA @iCongwala"
"235",0,"@NitishKumar @gsurya ..this is set pattern of all pseudo-socialists--#Cong, #SP, #Nitish #Lalu &amp; #Mamta in pursuit of their Power Ambitions"
"236",1,"RT @ITNlive: #Nitish 's Grand Alliance will sweep #BiharPolls: #JusticeKatju - https://t.co/AuJ1337yMp https://t.co/hD7DZf3vlt"
"237",1,"RT @ITNlive: #Nitish 's Grand Alliance will sweep #BiharPolls: #JusticeKatju - https://t.co/AuJ1337yMp https://t.co/hD7DZf3vlt"
"238",0,"@NitishKumar @gsurya Had #Lalu 20yr ,#Nitish 10yr &amp; #Sonia 65yr really worked on devlpmnt issues like Reservation would have become obsolete"
"239",-2,"RT @AmareshMisraFC: ""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @DILIPLOHIA @iCongwala"
"240",-2,"RT @AmareshMisraFC: ""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @DILIPLOHIA @iCongwala"
"241",0,"@BhateKetan @Twisted_Damsel @NitishKumar #Nitish Ji ke dimag pe asar ho gaya hai, kai baar tantrik praprayog ultey parhh jaatey haiN!"
"242",1,"RT @ITNlive: #Nitish 's Grand Alliance will sweep #BiharPolls: #JusticeKatju - https://t.co/AuJ1337yMp https://t.co/hD7DZf3vlt"
"243",1,"RT @ITNlive: #Nitish 's Grand Alliance will sweep #BiharPolls: #JusticeKatju - https://t.co/AuJ1337yMp https://t.co/hD7DZf3vlt"
"244",-2,"Rt AmareshMisraFC: https://t.co/VpeF8N4pup ""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/4weeEedSjO NilimD…"
"245",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @NilimDutta @aruns_nambiar"
"246",-2,"RT ☺ https://t.co/VpeF8N4pup AmareshMisraFC: ""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/4weeEedSjO Ansh…"
"247",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @Anshumali_D @sunny_congress"
"248",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @alhade_jatni @gops333 @NotNewToAny1 @hhs_in"
"249",-2,"RT @AmareshMisraFC: ""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @Ajitkumar_Kanan @iCongwala @ma…"
"250",-2,"RT @AmareshMisraFC: ""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @MehekF @Iffidel"
"251",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @MonuInc @alhade_jatni @withDSH @sandeep_chahal5"
"252",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @MehekF @Iffidel"
"253",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @deep_anchor @Mnomics_"
"254",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @priyankac19 @Iffidel"
"255",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @geetv79 @Iffidel @gops333 @RotduBhakt @rkhuria"
"256",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @geetv79 @Iffidel @MehekF @tanveer1729 @gops333"
"257",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @rojimjohn @Iffidel"
"258",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @office0ffRG @Iffidel"
"259",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @sunny_congress"
"260",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @Radhika_Khera @Iffidel"
"261",0,"#BiharElections
#NDA #BJP doesn't have a leader in Bihar.. 
There's no CM candidate of the stature of #Nitish
Therefore the question mark?"
"262",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @syedbju @sunny_congress"
"263",-2,"RT @AmareshMisraFC: ""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @Ajitkumar_Kanan @iCongwala @ma…"
"264",1,"RT @ITNlive: #Nitish 's Grand Alliance will sweep #BiharPolls: #JusticeKatju - https://t.co/AuJ1337yMp https://t.co/hD7DZf3vlt"
"265",-2,"RT @AmareshMisraFC: ""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @tshamsi88 @MehekF"
"266",1,"RT @ITNlive: #Nitish 's Grand Alliance will sweep #BiharPolls: #JusticeKatju - https://t.co/AuJ1337yMp https://t.co/hD7DZf3vlt"
"267",-2,"RT @AmareshMisraFC: ""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @Ajitkumar_Kanan @iCongwala @ma…"
"268",1,"RT @ITNlive: #Nitish 's Grand Alliance will sweep #BiharPolls: #JusticeKatju - https://t.co/AuJ1337yMp https://t.co/hD7DZf3vlt"
"269",-2,"RT @AmareshMisraFC: ""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @tshamsi88 @MehekF"
"270",-2,"RT @AmareshMisraFC: ""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @Ajitkumar_Kanan @iCongwala @ma…"
"271",-2,"RT @AmareshMisraFC: ""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @pallavighcnnibn @PublicProsect…"
"272",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @AAPforINDIA @sidhujishan"
"273",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @mihir_padhye @abulqaish @manishkbaid"
"274",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @anubhutivishnoi @abulqaish @madhuparnads"
"275",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @FabrizioAsuni @glopol_analysis"
"276",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @kk0000000000"
"277",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @kunalpurohit @abulqaish @htTweets"
"278",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @sachinraj2706"
"279",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @DILIPLOHIA @iCongwala"
"280",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @ShaluDhyani @PublicProsector"
"281",1,"RT @ITNlive: #Nitish 's Grand Alliance will sweep #BiharPolls: #JusticeKatju - https://t.co/AuJ1337yMp https://t.co/hD7DZf3vlt"
"282",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @tshamsi88 @MehekF"
"283",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @Ajitkumar_Kanan @iCongwala @maulinshah9 @geetv79"
"284",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @pallavighcnnibn @PublicProsector"
"285",-2,"""#Modi Will Lose #India with Divisive #Language"": #Nitish Kumar https://t.co/F7dfmjYZfE @maulinshah9 @anchan_shaila @gops333"
"286",1,"RT @ITNlive: #Nitish 's Grand Alliance will sweep #BiharPolls: #JusticeKatju - https://t.co/AuJ1337yMp https://t.co/hD7DZf3vlt"
"287",1,"RT @ITNlive: #Nitish 's Grand Alliance will sweep #BiharPolls: #JusticeKatju - https://t.co/AuJ1337yMp https://t.co/hD7DZf3vlt"
"288",1,"RT @ITNlive: #Nitish 's Grand Alliance will sweep #BiharPolls: #JusticeKatju - https://t.co/AuJ1337yMp https://t.co/hD7DZf3vlt"
"289",1,"#Nitish 's Grand Alliance will sweep #BiharPolls: #JusticeKatju - https://t.co/AuJ1337yMp https://t.co/hD7DZf3vlt"
"290",1,"Nonsense, go tell to Goonda #Bjp, #Nitish is doing his best, better than most has developed bihar @carzindia @NitishKumar @AAPlogical
#Bihar"
"291",1,"You #Bjp paid misleader #Nitish wins hands down as 80% Voters at #JDU tables not bjp. #RSS remove Modi in 2 mths @Abhishekr3794 @NitishKumar"
"292",0,"RT @AmareshMisraFC: Was #BJP Minister in #Pakistan When He #Tweeted Against #Nitish? https://t.co/VnhqjNA2ca @maulinshah9 @anchan_shaila @g…"
"293",0,"RT @AmareshMisraFC: Was #BJP Minister in #Pakistan When He #Tweeted Against #Nitish? https://t.co/VnhqjNA2ca @maulinshah9 @anchan_shaila @g…"
"294",0,"RT @AmareshMisraFC: Was #BJP Minister in #Pakistan When He #Tweeted Against #Nitish? https://t.co/VnhqjNA2ca @Zedd29 @ZaidJilani @Raheodish…"
"295",0,"RT @AmareshMisraFC: Was #BJP Minister in #Pakistan When He #Tweeted Against #Nitish? https://t.co/VnhqjNA2ca @kk0000000000 @digvijaya_28 @R…"
"296",0,"RT @AmareshMisraFC: Was #BJP Minister in #Pakistan When He #Tweeted Against #Nitish? https://t.co/VnhqjNA2ca @kk0000000000 @digvijaya_28 @R…"
"297",0,"RT @AmareshMisraFC: Was #BJP Minister in #Pakistan When He #Tweeted Against #Nitish? https://t.co/VnhqjNA2ca @maulinshah9 @anchan_shaila @g…"
"298",0,"Was #BJP Minister in #Pakistan When He #Tweeted Against #Nitish? https://t.co/VnhqjNA2ca @kk0000000000 @digvijaya_28 @Rohinisgh"
"299",0,"Was #BJP Minister in #Pakistan When He #Tweeted Against #Nitish? https://t.co/VnhqjNA2ca @guru9899 @prena_ @sardesairajdeep @sanjayuvacha"
"300",0,"Was #BJP Minister in #Pakistan When He #Tweeted Against #Nitish? https://t.co/VnhqjNA2ca @Zedd29 @ZaidJilani @Raheodisha @atiyaz"
"301",0,"RT @AmareshMisraFC: Was #BJP Minister in #Pakistan When He #Tweeted Against #Nitish? https://t.co/VnhqjNA2ca @maulinshah9 @anchan_shaila @g…"
"302",0,"Was #BJP Minister in #Pakistan When He #Tweeted Against #Nitish? https://t.co/VnhqjNA2ca @vpvidrohi @MEAIndia @Kundra_Vishal"
"303",0,"Was #BJP Minister in #Pakistan When He #Tweeted Against #Nitish? https://t.co/VnhqjNA2ca @Butchikotaiah @DrunkVinodMehta @geetv79"
"304",0,"Was #BJP Minister in #Pakistan When He #Tweeted Against #Nitish? https://t.co/VnhqjNA2ca @sunny_congress @SREEHARI2001 @Bhola4U"
"305",0,"Was #BJP Minister in #Pakistan When He #Tweeted Against #Nitish? https://t.co/VnhqjNA2ca @drdpmalhotra @ashu3page @Asma_Sayyed @ashutosh83B"
"306",0,"Was #BJP Minister in #Pakistan When He #Tweeted Against #Nitish? https://t.co/VnhqjNA2ca @maulinshah9 @anchan_shaila @gops333 @M_S_A09"
"307",0,"#Bihar #Polls: #People #Shout #Slogans #Against #Nitish #Kumar in #Bakhtiarpur ...
https://t.co/4yuehaqNdJ https://t.co/UDPqGjrfG0"
"308",0,"Big question on weekend: when is Bihar #election going to end? Even making Pakeezah was shorter, I think! #Laloo #Nitish @fakingnews"
"309",-1,"#BiharPolls 2015: #Modi taunts #Nitish, says #PM of #India can’t be ‘#Bahari’ - https://t.co/52foqr4bb5
#Lalu #Sonia https://t.co/ziCumwMuwR"
"310",1,"@timesofindia #Nitish is a man of his words. Has done a good job in Bihar#"
"311",1,"@TimesNow #Nitish is a man of principles. He has self respect to which Amit Shah refers to as Ego#"
"312",-1,"#BiharPolls 2015: EC bans #BJP’s ‘controversial’ advertisements - https://t.co/D3DWos0Hoj
#JDU #RJD #Lalu #Nitish https://t.co/gle4ZDd5JZ"
"313",0,"@rahulkanwal #nitish has lot of followers in #Pakistan"
"314",1,"@dixitnamrata @SushilModi one thing is clear that #nitish has lot of followers in #pakistan"
"315",-1,"#PM dares #Nitish to reply charges on reservation #issue... https://t.co/bUVkxK2akU"
"316",-1,"RT @IndiaToday: #Lalu turned Gopalganj into mini-Chambal, #Nitish wants puraane din back: #Modi 
https://t.co/V2U4ocSSQP"
"317",-1,"RT @IndiaToday: #Lalu turned Gopalganj into mini-Chambal, #Nitish wants puraane din back: #Modi 
https://t.co/V2U4ocSSQP"
"318",-1,"RT @IndiaToday: #Lalu turned Gopalganj into mini-Chambal, #Nitish wants puraane din back: #Modi 
https://t.co/V2U4ocSSQP"
"319",-1,"RT @IndiaToday: #Lalu turned Gopalganj into mini-Chambal, #Nitish wants puraane din back: #Modi 
https://t.co/V2U4ocSSQP"
"320",-1,"#IndiaToday #Lalu turned Gopalganj into mini-Chambal, #Nitish wants puraane din back: #Modi 
https://t.co/aNzUWaDqG1"
"321",-1,"RT @IndiaToday: #Lalu turned Gopalganj into mini-Chambal, #Nitish wants puraane din back: #Modi 
https://t.co/V2U4ocSSQP"
"322",-1,"RT @IndiaToday: #Lalu turned Gopalganj into mini-Chambal, #Nitish wants puraane din back: #Modi 
https://t.co/V2U4ocSSQP"
"323",-1,"IndiaToday: #Lalu turned Gopalganj into mini-Chambal, #Nitish wants puraane din back: #Modi 
https://t.co/VdPhgckEjn"
"324",-1,"RT @IndiaToday: #Lalu turned Gopalganj into mini-Chambal, #Nitish wants puraane din back: #Modi 
https://t.co/V2U4ocSSQP"
"325",-1,"RT @IndiaToday: #Lalu turned Gopalganj into mini-Chambal, #Nitish wants puraane din back: #Modi 
https://t.co/V2U4ocSSQP"
"326",-1,"RT @IndiaToday: #Lalu turned Gopalganj into mini-Chambal, #Nitish wants puraane din back: #Modi 
https://t.co/V2U4ocSSQP"
"327",-1,"RT @IndiaToday: #Lalu turned Gopalganj into mini-Chambal, #Nitish wants puraane din back: #Modi 
https://t.co/V2U4ocSSQP"
"328",-1,"#Lalu turned Gopalganj into mini-Chambal, #Nitish wants puraane din back: #Modi 
https://t.co/V2U4ocSSQP"
"329",0,"RT https://t.co/VpeF8N4pup ramchandani2000: #nitish kumar attacked PM modi 79 times today"
"330",0,"#nitish kumar attacked PM modi 79 times today"
"331",-1,"@ibnlive @bhupendrachaube @irvpaswan #nitish #lalu #kalu #rahul #owl all trapped by #Modi +Amit"
"332",-2,"BJP's highly communal 2 Ads Banned in Bihar by EC After 'Grand Alliance' Complains of 'False Propaganda' #Nitish  https://t.co/PBWdnULoWv"
"333",0,"B.J.P. - बड़का झुट्टा पार्टी   ##Nitish Kumar(Cm of Bihar)"
"334",-1,"#Nitish and #Lalu are diluting the core issue of #development: @irvpaswan
#BattlegroundBihar #BattleForBihar #BiharPolls #BiharElections"
"335",-2,"#Nitish and #Lalu are #scared of losing this #battle: @irvpaswan 
#BattlegroundBihar #BattleForBihar #BiharPolls #BiharElections"
"336",0,"#Nitish &amp; #Lalu are against quota in promotion in government jobs: @irvpaswan
#BattlegroundBihar #BattleForBihar #BiharPolls #BiharElections"
"337",2,"Not to say that #Nitish #lalu alliance is the best thing that can happen, but given the current situation, #bjp victory = India's defeat!"
"338",0,"#Nitish is absolutely correct https://t.co/OWghi0mYai via @timesofindia"
"339",1,"If body language is a giveaway it is advantage #Nitish today #BiharPolls"
"340",-1,"#PM desperate to win #Bihar, may lose India: #Nitish... https://t.co/G8jU5DMXwK"
"341",0,"@BJP4Himachal @NitishKumar Bhai vanha bhi log #biharbattle dekhte hain between #nitish Kumar Vs #Narender Modi"
"342",0,"#HTP में @awasthis से बोलीं @RitaBJoshi, मोदी सरकार हर मोर्चे पर विफल साबित हुई है।
#BattleForBihar #BiharPolls #BiharBattle #Nitish #Modi"
"343",0,"#HTP में @awasthis से बोले @mpalianwar हम धर्म के आधार पर होने वाले भेदभाव के भी खिलाफ हैं।
#BattleForBihar #BiharPolls #BiharBattle #Nitish"
"344",0,"#HTP में @awasthis से बोले @mpalianwar , हम धर्म के आधार पर आरक्षण देने के खिलाफ हैं। 
#BattleForBihar #BiharPolls #BiharBattle #Nitish"
"345",-1,"RT @indiatvnews: PM @narendramodi lists 33 scams under #Lalu-#Nitish regime during todays https://t.co/RzLnRxzE5F video for more news
https…"
"346",-1,"RT @indiatvnews: PM @narendramodi lists 33 scams under #Lalu-#Nitish regime during todays https://t.co/RzLnRxzE5F video for more news
https…"
"347",0,"@BJPBiharState @JDU_BIHAR @INCIndia @OfficeOfRG @narendramodi  #NITISH on '#Bahari barb' HIT HARD by Modi's Clever 'Sonia' Question."
"348",0,"Agar #Nitish ko apne kam pe itna hi bharosa hai to wo adhe se v kam seat par kyu contest kar rahe hai ?
#ModiRajInBihar #BiharWithBJP"
"349",-2,"#Nitish warns Modi he may 'lose' India with 'divisive' language https://t.co/miDtrhKc9B via @EEnadu"
"350",-1,"RT @indiatvnews: PM @narendramodi lists 33 scams under #Lalu-#Nitish regime during todays https://t.co/RzLnRxzE5F video for more news
https…"
"351",-1,"RT @NewsX: #BattleForBihar: PM #Modi takes on #Nitish's outsider remark, invokes #Sonia's foreign origin."
"352",-1,"RT @NewsX: #BattleForBihar: PM #Modi attacks #Nitish on 'Bahari' remark, asks, 'Am I from Sri Lanka or Bangladesh?'"
"353",-1,"RT @indiatvnews: PM @narendramodi lists 33 scams under #Lalu-#Nitish regime during todays https://t.co/RzLnRxzE5F video for more news
https…"
"354",0,"#Nitish, #Lalu made Bihar a haven of terrorists: @SushilModi https://t.co/H4WywJihit https://t.co/Lp73YHRwz6"
"355",-1,"RT @indiatvnews: PM @narendramodi lists 33 scams under #Lalu-#Nitish regime during todays https://t.co/RzLnRxzE5F video for more news
https…"
"356",-1,"RT @indiatvnews: PM @narendramodi lists 33 scams under #Lalu-#Nitish regime during todays https://t.co/RzLnRxzE5F video for more news
https…"
"357",-1,"RT @indiatvnews: PM @narendramodi lists 33 scams under #Lalu-#Nitish regime during todays https://t.co/RzLnRxzE5F video for more news
https…"
"358",-1,"Scam list #Lalu &amp; #Nitish #BiharPolls #BiharBattle #BiharElections #BiharWithBJP  https://t.co/NrCZ0dicaS"
"359",-1,"RT @indiatvnews: PM @narendramodi lists 33 scams under #Lalu-#Nitish regime during todays https://t.co/RzLnRxzE5F video for more news
https…"
"360",-1,"RT @indiatvnews: PM @narendramodi lists 33 scams under #Lalu-#Nitish regime during todays https://t.co/RzLnRxzE5F video for more news
https…"
"361",-2,"@narendramodi reminds 33 scams of #Nitish #lalu scam in 84 seconds!! Itne me toh aadmi hag bhi nahi pata @Being_Humor"
"362",-1,"RT @indiatvnews: PM @narendramodi lists 33 scams under #Lalu-#Nitish regime during todays https://t.co/RzLnRxzE5F video for more news
https…"
"363",-1,"PM @narendramodi lists 33 scams under #Lalu-#Nitish regime during todays https://t.co/RzLnRxzE5F video for more news
https://t.co/gnehpwkbGy"
"364",0,"In 84 seconds PM #Modi reminds #Lalu-#Nitish of their 33 #scams.
#BattleForBihar #BiharPolls #BiharBattle @laluprasadrjd @NitishKumar"
"365",0,"""Latest Nitish Kumar exclusive interview to ANI"" https://t.co/f3LcXVw5zB via @YouTube #Nitish #Bihar"
"366",0,"Why every personal comment against #Nitish &amp; #Lalu linked to entire Populace of #Bihar ?Yeh log maharaja hein kya! #BiharPolls #BiharBattle"
"367",-1,"BJP takes up from where #Modi left off: '#Nitish, #Lalu will snatch backward #Hindus' quota for #Muslims' https://t.co/L2UEhZxwsM"
"368",-2,"Is it the same way #Nitish lost Bihar while he was desperate to be a PM. https://t.co/RlGMYbDLCe"
"369",0,"AAPDL48: https://t.co/e5csn7ZNrl RT akhiaap: Final Say!  #Nitish or #Modi???
#BiharPolls
#BattleGroundBihar"
"370",0,"RT @akhiaap: Final Say!  #Nitish or #Modi???
#BiharPolls
#BattleGroundBihar"
"371",0,"Final Say!  #Nitish or #Modi???
#BiharPolls
#BattleGroundBihar"
"372",0,"#BattleForBihar #BiharPolls #BiharBattle #BiharElections #BiharWithBJP #Nitish #nitishlaomodibhagao #BJPAheadMGBDead https://t.co/4vpR0Irwvf"
"373",0,"जब जमीन खिसकी है तो जुबान भी फिसल गयी है : नीतीश
#bihar #nitish #election https://t.co/YmuppesdQ4"
